movieId,full title,genres,title,year,gross ($),# oscar nominations,golden globe,average rating,# ratings,imdb rating,rotten tomatoes rating,imdb link,tmdb link,corrected imdb link,condensed name
660,August (1996),Drama,August,1996,,0,0,2.5,2,,,115591,161070,TT0115591,theAugust
661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,James and the Giant Peach,1996,,1,0,3.254901961,51,,,116683,10539,TT0116683,theJamesandtheGiantPeach
662,Fear (1996),Thriller,Fear,1996,,0,0,3.346153846,13,,,116287,10543,TT0116287,theFear
663,Kids in the Hall: Brain Candy (1996),Comedy,Kids in the Hall: Brain Candy,1996,,0,0,3.055555556,9,,,116768,18414,TT0116768,theKidsintheHall:BrainCandy
664,Faithful (1996),Comedy,Faithful,1996,,0,0,4,1,,,116269,47502,TT0116269,theFaithful
665,Underground (1995),Comedy|Drama|War,Underground,1995,,0,0,4.166666667,3,,,114787,11902,TT0114787,theUnderground
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),1996,,0,0,3,10,,,112536,25087,TT0112536,theBloodsport2(a.k.a.BloodsportII:TheNextKumite)
668,Song of the Little Road (Pather Panchali) (1955),Drama,Song of the Little Road (Pather Panchali),1955,,0,0,4.5,4,,,48473,5801,TT0048473,theSongoftheLittleRoad(PatherPanchali)
670,"World of Apu, The (Apur Sansar) (1959)",Drama,"World of Apu, The (Apur Sansar)",1959,,0,0,4.666666667,6,,,52572,896,TT0052572,"theWorldofApu,The(ApurSansar)"
671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,Mystery Science Theater 3000: The Movie,1996,,0,0,3.1,30,,,117128,3065,TT0117128,theMysteryScienceTheater3000:TheMovie
673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,Space Jam,1996,,0,0,2.729166667,48,,,117705,2300,TT0117705,theSpaceJam
674,Barbarella (1968),Adventure|Comedy|Sci-Fi,Barbarella,1968,,0,0,2.9375,16,,,62711,8069,TT0062711,theBarbarella
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,Some Folks Call It a Sling Blade,1993,,0,0,4.28125,16,,,108181,27768,TT0108181,theSomeFolksCallItaSlingBlade
679,"Run of the Country, The (1995)",Drama,"Run of the Country, The",1995,,0,0,3,1,,,114307,221917,TT0114307,"theRunoftheCountry,The"
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",1965,,0,0,3.875,4,,,58898,8072,TT0058898,"theAlphaville(Alphaville,uneétrangeaventuredeLemmyCaution)"
681,Coup de torchon (Clean Slate) (1981),Crime,Coup de torchon (Clean Slate),1981,,0,0,3.666666667,3,,,82206,35797,TT0082206,theCoupdetorchon(CleanSlate)
685,It's My Party (1996),Drama,It's My Party,1996,,0,0,3.666666667,3,,,113443,33245,TT0113443,theIt'sMyParty
688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,Operation Dumbo Drop,1995,,0,0,1.9375,16,,,114048,27281,TT0114048,theOperationDumboDrop
690,"Promise, The (Versprechen, Das) (1995)",Drama|Romance,"Promise, The (Versprechen, Das)",1995,,0,0,3,1,,,111613,105045,TT0111613,"thePromise,The(Versprechen,Das)"
691,Mrs. Winterbourne (1996),Comedy|Romance,Mrs. Winterbourne,1996,,0,0,2.4,5,,,117104,40001,TT0117104,theMrs.Winterbourne
692,Solo (1996),Action|Sci-Fi|Thriller,Solo,1996,,1,0,2.75,4,,,117688,29621,TT0117688,theSolo
694,"Substitute, The (1996)",Action|Crime|Drama,"Substitute, The",1996,,0,0,3.25,18,,,117774,20762,TT0117774,"theSubstitute,The"
695,True Crime (1996),Mystery|Thriller,True Crime,1996,,0,0,3,3,,,114736,37144,TT0114736,theTrueCrime
697,Feeling Minnesota (1996),Drama|Romance,Feeling Minnesota,1996,,0,0,2.888888889,9,,,116289,12656,TT0116289,theFeelingMinnesota
700,Angus (1995),Comedy,Angus,1995,,0,0,3.2,5,,,112368,25969,TT0112368,theAngus
702,Faces (1968),Drama,Faces,1968,,1,0,4,3,,,62952,753,TT0062952,theFaces
703,Boys (1996),Drama,Boys,1996,,0,0,3,2,,,115742,43634,TT0115742,theBoys
704,"Quest, The (1996)",Action|Adventure,"Quest, The",1996,,0,0,3.166666667,9,,,117420,9103,TT0117420,"theQuest,The"
705,Cosi (1996),Comedy,Cosi,1996,,0,0,4,3,,,115951,90214,TT0115951,theCosi
706,Sunset Park (1996),Drama,Sunset Park,1996,,0,0,4.333333333,3,,,117784,29649,TT0117784,theSunsetPark
707,Mulholland Falls (1996),Crime|Drama|Thriller,Mulholland Falls,1996,,0,0,3.152173913,23,,,117107,10990,TT0117107,theMulhollandFalls
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Truth About Cats & Dogs, The",1996,,0,0,3.542372881,59,,,117979,8866,TT0117979,"theTruthAboutCats&Dogs,The"
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,Oliver & Company,1988,,0,0,3.5,14,,,95776,12233,TT0095776,theOliver&Company
710,Celtic Pride (1996),Comedy,Celtic Pride,1996,,0,0,3.571428571,7,,,115851,23449,TT0115851,theCelticPride
711,Flipper (1996),Adventure|Children,Flipper,1996,,0,0,2.888888889,9,,,116322,36355,TT0116322,theFlipper
712,Captives (1994),Crime|Drama|Romance|Thriller,Captives,1994,,0,0,3.5,2,,,109374,37667,TT0109374,theCaptives
714,Dead Man (1995),Drama|Mystery|Western,Dead Man,1995,,0,0,4.119047619,21,,,112817,922,TT0112817,theDeadMan
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,,0,0,3.5,6,,,113362,11876,TT0113362,"theHorsemanontheRoof,The(Hussardsurletoit,Le)"
716,Switchblade Sisters (1975),Crime,Switchblade Sisters,1975,,0,0,5,1,,,73778,52633,TT0073778,theSwitchbladeSisters
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Visitors, The (Visiteurs, Les)",1993,,0,0,2.7,5,,,108500,11687,TT0108500,"theVisitors,The(Visiteurs,Les)"
719,Multiplicity (1996),Comedy,Multiplicity,1996,,0,0,2.833333333,42,,,117108,9304,TT0117108,theMultiplicity
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,Wallace & Gromit: The Best of Aardman Animation,1996,,0,0,3.928571429,49,,,118114,0,TT0118114,theWallace&Gromit:TheBestofAardmanAnimation
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Haunted World of Edward D. Wood Jr., The",1996,,0,0,4.25,4,,,113270,73183,TT0113270,"theHauntedWorldofEdwardD.WoodJr.,The"
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Craft, The",1996,,0,0,3.039215686,51,,,115963,9100,TT0115963,"theCraft,The"
725,"Great White Hype, The (1996)",Comedy,"Great White Hype, The",1996,,0,0,3.285714286,7,,,116448,20759,TT0116448,"theGreatWhiteHype,The"
726,Last Dance (1996),Drama,Last Dance,1996,,0,0,3.75,4,,,116827,46063,TT0116827,theLastDance
728,Cold Comfort Farm (1995),Comedy,Cold Comfort Farm,1995,,0,0,3.59375,16,,,112701,32513,TT0112701,theColdComfortFarm
731,Heaven's Prisoners (1996),Crime|Thriller,Heaven's Prisoners,1996,,0,0,2.125,4,,,116508,36915,TT0116508,theHeaven'sPrisoners
732,Original Gangstas (1996),Crime,Original Gangstas,1996,,0,0,3.5,2,,,117260,40507,TT0117260,theOriginalGangstas
733,"Rock, The (1996)",Action|Adventure|Thriller,"Rock, The",1996,,0,0,3.75,160,,,117500,9802,TT0117500,"theRock,The"
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,Cemetery Man (Dellamorte Dellamore),1994,,0,0,3.25,4,,,109592,21588,TT0109592,theCemeteryMan(DellamorteDellamore)
736,Twister (1996),Action|Adventure|Romance|Thriller,Twister,1996,,2,0,3.19858156,141,,,117998,664,TT0117998,theTwister
737,Barb Wire (1996),Action|Sci-Fi,Barb Wire,1996,,0,0,1.980769231,26,,,115624,11867,TT0115624,theBarbWire
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,Ghost in the Shell (Kôkaku kidôtai),1995,,0,0,4.026315789,38,,,113568,9323,TT0113568,theGhostintheShell(Kôkakukidôtai)
742,Thinner (1996),Horror|Thriller,Thinner,1996,,0,0,3.318181818,11,,,117894,10280,TT0117894,theThinner
743,Spy Hard (1996),Comedy,Spy Hard,1996,,0,0,2.797297297,37,,,117723,10535,TT0117723,theSpyHard
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,Wallace & Gromit: A Close Shave,1995,,0,0,4.163636364,55,,,112691,532,TT0112691,theWallace&Gromit:ACloseShave
746,Force of Evil (1948),Film-Noir,Force of Evil,1948,,0,0,4,2,,,40366,26744,TT0040366,theForceofEvil
747,"Stupids, The (1996)",Comedy,"Stupids, The",1996,,0,0,1.333333333,3,,,117768,16299,TT0117768,"theStupids,The"
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Arrival, The",1996,,0,0,3.239130435,23,,,115571,10547,TT0115571,"theArrival,The"
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,,3,0,4.116,125,,,57012,935,TT0057012,theDr.Strangeloveor:HowILearnedtoStopWorryingandLovetheBomb
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance,"Month by the Lake, A",1995,,0,0,3.666666667,3,,,113849,41007,TT0113849,"theMonthbytheLake,A"
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,Gold Diggers: The Secret of Bear Mountain,1995,,0,0,2.5,2,,,113188,35645,TT0113188,theGoldDiggers:TheSecretofBearMountain
755,Kim (1950),Children|Drama,Kim,1950,,0,0,4,2,,,42644,110465,TT0042644,theKim
757,Ashes of Time (Dung che sai duk) (1994),Drama,Ashes of Time (Dung che sai duk),1994,,0,0,4,1,,,109688,40751,TT0109688,theAshesofTime(Dungchesaiduk)
759,Maya Lin: A Strong Clear Vision (1994),Documentary,Maya Lin: A Strong Clear Vision,1994,,1,0,4,1,,,110480,85778,TT0110480,theMayaLin:AStrongClearVision
760,Stalingrad (1993),Drama|War,Stalingrad,1993,,0,0,3.642857143,7,,,108211,11101,TT0108211,theStalingrad
761,"Phantom, The (1996)",Action|Adventure,"Phantom, The",1996,,0,0,3.166666667,24,,,117331,9826,TT0117331,"thePhantom,The"
762,Striptease (1996),Comedy|Crime,Striptease,1996,,0,0,2.46,50,,,117765,9879,TT0117765,theStriptease
764,Heavy (1995),Drama|Romance,Heavy,1995,,0,0,3,3,,,113280,22621,TT0113280,theHeavy
765,Jack (1996),Comedy|Drama,Jack,1996,,0,0,3.631578947,19,,,116669,7095,TT0116669,theJack
766,I Shot Andy Warhol (1996),Drama,I Shot Andy Warhol,1996,,0,0,3.4,10,,,116594,26890,TT0116594,theIShotAndyWarhol
767,"Grass Harp, The (1995)",Comedy|Drama,"Grass Harp, The",1995,,0,0,3.666666667,3,,,113211,46732,TT0113211,"theGrassHarp,The"
769,Marlene Dietrich: Shadow and Light (1996),Documentary,Marlene Dietrich: Shadow and Light,1996,,0,0,4,1,,,116992,0,TT0116992,theMarleneDietrich:ShadowandLight
778,Trainspotting (1996),Comedy|Crime|Drama,Trainspotting,1996,,1,0,4.00877193,114,,,117951,627,TT0117951,theTrainspotting
779,'Til There Was You (1997),Drama|Romance,'Til There Was You,1997,,0,0,4,3,,,118523,32872,TT0118523,the'TilThereWasYou
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,Independence Day (a.k.a. ID4),1996,,0,0,3.370731707,205,,,116629,602,TT0116629,theIndependenceDay(a.k.a.ID4)
781,Stealing Beauty (1996),Drama,Stealing Beauty,1996,,0,0,3.958333333,12,,,117737,14553,TT0117737,theStealingBeauty
782,"Fan, The (1996)",Drama|Thriller,"Fan, The",1996,,0,0,2.84375,16,,,116277,9566,TT0116277,"theFan,The"
783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,"Hunchback of Notre Dame, The",1996,,0,0,3.175925926,54,,,116583,10545,TT0116583,"theHunchbackofNotreDame,The"
784,"Cable Guy, The (1996)",Comedy|Thriller,"Cable Guy, The",1996,,0,0,2.784615385,65,,,115798,9894,TT0115798,"theCableGuy,The"
785,Kingpin (1996),Comedy,Kingpin,1996,,0,0,3.046153846,65,,,116778,11543,TT0116778,theKingpin
786,Eraser (1996),Action|Drama|Thriller,Eraser,1996,,1,0,3.18452381,84,,,116213,9268,TT0116213,theEraser
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,"Nutty Professor, The",1996,,0,0,3.137931034,87,,,117218,9327,TT0117218,"theNuttyProfessor,The"
798,Daylight (1996),Action|Adventure|Drama|Thriller,Daylight,1996,,1,0,2.854166667,24,,,116040,11228,TT0116040,theDaylight
799,"Frighteners, The (1996)",Comedy|Horror|Thriller,"Frighteners, The",1996,,0,0,3.416666667,36,,,116365,10779,TT0116365,"theFrighteners,The"
800,Lone Star (1996),Drama|Mystery|Western,Lone Star,1996,,1,0,4.171428571,35,,,116905,26748,TT0116905,theLoneStar
801,Harriet the Spy (1996),Children|Comedy,Harriet the Spy,1996,,0,0,3.5,4,,,116493,38223,TT0116493,theHarriettheSpy
802,Phenomenon (1996),Drama|Romance,Phenomenon,1996,,0,0,3.534722222,72,,,117333,9294,TT0117333,thePhenomenon
803,Walking and Talking (1996),Comedy|Drama|Romance,Walking and Talking,1996,,0,0,3.25,2,,,118113,49963,TT0118113,theWalkingandTalking
804,She's the One (1996),Comedy|Romance,She's the One,1996,,0,0,3.181818182,11,,,117628,11363,TT0117628,theShe'stheOne
805,"Time to Kill, A (1996)",Drama|Thriller,"Time to Kill, A",1996,,0,0,3.8046875,64,,,117913,1645,TT0117913,"theTimetoKill,A"
806,American Buffalo (1996),Crime|Drama,American Buffalo,1996,,0,0,3.5,4,,,115530,31546,TT0115530,theAmericanBuffalo
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,"Rendezvous in Paris (Rendez-vous de Paris, Les)",1995,,0,0,2,1,,,114266,77056,TT0114266,"theRendezvousinParis(Rendez-vousdeParis,Les)"
808,Alaska (1996),Adventure|Children,Alaska,1996,,0,0,3.666666667,6,,,115493,36344,TT0115493,theAlaska
809,Fled (1996),Action|Adventure,Fled,1996,,0,0,2.818181818,11,,,116320,18550,TT0116320,theFled
810,Kazaam (1996),Children|Comedy|Fantasy,Kazaam,1996,,0,0,2.636363636,11,,,116756,11511,TT0116756,theKazaam
813,Larger Than Life (1996),Comedy,Larger Than Life,1996,,0,0,3,2,,,116823,34170,TT0116823,theLargerThanLife
818,"Very Brady Sequel, A (1996)",Comedy,"Very Brady Sequel, A",1996,,0,0,2.470588235,17,,,118073,12606,TT0118073,"theVeryBradySequel,A"
823,"Collector, The (La collectionneuse) (1967)",Drama,"Collector, The (La collectionneuse)",1967,,0,0,4.5,1,,,61495,4837,TT0061495,"theCollector,The(Lacollectionneuse)"
824,Kaspar Hauser (1993),Drama|Mystery,Kaspar Hauser,1993,,0,0,3.5,2,,,110246,12632,TT0110246,theKasparHauser
827,"Convent, The (O Convento) (1995)",Drama,"Convent, The (O Convento)",1995,,0,0,4,1,,,112716,124614,TT0112716,"theConvent,The(OConvento)"
828,"Adventures of Pinocchio, The (1996)",Adventure|Children,"Adventures of Pinocchio, The",1996,,0,0,3.333333333,6,,,115472,18975,TT0115472,"theAdventuresofPinocchio,The"
829,Joe's Apartment (1996),Comedy|Fantasy|Musical,Joe's Apartment,1996,,0,0,3.333333333,9,,,116707,11962,TT0116707,theJoe'sApartment
830,"First Wives Club, The (1996)",Comedy,"First Wives Club, The",1996,,0,0,2.979166667,24,,,116313,2925,TT0116313,"theFirstWivesClub,The"
831,Stonewall (1995),Drama,Stonewall,1995,,0,0,5,1,,,114550,28628,TT0114550,theStonewall
832,Ransom (1996),Crime|Thriller,Ransom,1996,,0,0,3.402439024,82,,,117438,3595,TT0117438,theRansom
833,High School High (1996),Comedy,High School High,1996,,0,0,2.95,10,,,116531,9308,TT0116531,theHighSchoolHigh
834,Phat Beach (1996),Comedy,Phat Beach,1996,,0,0,4,1,,,117332,92381,TT0117332,thePhatBeach
835,Foxfire (1996),Drama,Foxfire,1996,,0,1,3,7,,,116353,18555,TT0116353,theFoxfire
836,Chain Reaction (1996),Action|Adventure|Thriller,Chain Reaction,1996,,0,0,3.020833333,24,,,115857,12123,TT0115857,theChainReaction
837,Matilda (1996),Children|Comedy|Fantasy,Matilda,1996,,0,0,3.222222222,27,,,117008,10830,TT0117008,theMatilda
838,Emma (1996),Comedy|Drama|Romance,Emma,1996,,2,0,3.772727273,33,,,116191,3573,TT0116191,theEmma
839,"Crow: City of Angels, The (1996)",Action|Thriller,"Crow: City of Angels, The",1996,,0,0,3.047619048,21,,,115986,10546,TT0115986,"theCrow:CityofAngels,The"
840,House Arrest (1996),Children|Comedy,House Arrest,1996,,0,0,3.125,4,,,116571,18862,TT0116571,theHouseArrest
841,"Eyes Without a Face (Yeux sans visage, Les) (1959)",Horror,"Eyes Without a Face (Yeux sans visage, Les)",1959,,0,0,3.75,4,,,53459,31417,TT0053459,"theEyesWithoutaFace(Yeuxsansvisage,Les)"
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror,Tales from the Crypt Presents: Bordello of Blood,1996,,0,0,3.357142857,14,,,117826,9431,TT0117826,theTalesfromtheCryptPresents:BordelloofBlood
844,"Story of Xinghua, The (Xinghua san yue tian) (1994)",Drama,"Story of Xinghua, The (Xinghua san yue tian)",1994,,0,0,3.666666667,3,,,108227,297645,TT0108227,"theStoryofXinghua,The(Xinghuasanyuetian)"
846,Flirt (1995),Drama,Flirt,1995,,0,0,3,1,,,113080,46986,TT0113080,theFlirt
848,"Spitfire Grill, The (1996)",Drama,"Spitfire Grill, The",1996,,0,0,3.727272727,11,,,117718,47907,TT0117718,"theSpitfireGrill,The"
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,Escape from L.A.,1996,,0,0,2.5,37,,,116225,10061,TT0116225,theEscapefromL.A.
850,Cyclo (Xich lo) (1995),Crime|Drama,Cyclo (Xich lo),1995,,0,0,3.375,4,,,112767,36266,TT0112767,theCyclo(Xichlo)
851,Basquiat (1996),Drama,Basquiat,1996,,0,0,3.454545455,11,,,115632,549,TT0115632,theBasquiat
852,Tin Cup (1996),Comedy|Drama|Romance,Tin Cup,1996,,0,0,3.317307692,52,,,117918,10478,TT0117918,theTinCup
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,"Ballad of Narayama, The (Narayama Bushiko)",1958,,0,0,4,3,,,51980,116690,TT0051980,"theBalladofNarayama,The(NarayamaBushiko)"
858,"Godfather, The (1972)",Crime|Drama,"Godfather, The",1972,,0,1,4.392857143,210,,,68646,238,TT0068646,"theGodfather,The"
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),1992,,0,0,4,10,,,104558,11134,TT0104558,theSupercop(PoliceStory3:Supercop)(JingchagushiIII:Chaojijingcha)
862,Manny & Lo (1996),Drama,Manny & Lo,1996,,0,0,3.75,4,,,116985,88224,TT0116985,theManny&Lo
865,Small Faces (1996),Drama,Small Faces,1996,,0,0,3,2,,,114474,42758,TT0114474,theSmallFaces
866,Bound (1996),Crime|Drama|Romance|Thriller,Bound,1996,,0,0,3.878787879,33,,,115736,9303,TT0115736,theBound
867,Carpool (1996),Comedy|Crime,Carpool,1996,,0,0,1.5,2,,,115836,23945,TT0115836,theCarpool
868,Death in Brunswick (1991),Comedy,Death in Brunswick,1991,,0,0,4,1,,,101692,37820,TT0101692,theDeathinBrunswick
869,Kansas City (1996),Crime|Drama|Musical|Thriller,Kansas City,1996,,0,0,2,2,,,116745,22479,TT0116745,theKansasCity
870,Gone Fishin' (1997),Comedy,Gone Fishin',1997,,0,0,3,6,,,119214,9054,TT0119214,theGoneFishin'
875,Nothing to Lose (1994),Action|Crime|Drama,Nothing to Lose,1994,,0,0,2.5,2,,,110693,0,TT0110693,theNothingtoLose
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,Supercop 2 (Project S) (Chao ji ji hua),1993,,0,0,4,3,,,106544,38955,TT0106544,theSupercop2(ProjectS)(Chaojijihua)
879,"Relic, The (1997)",Horror|Thriller,"Relic, The",1997,,0,0,3.318181818,11,,,120004,11015,TT0120004,"theRelic,The"
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,"Island of Dr. Moreau, The",1996,,0,0,2.648648649,37,,,116654,9306,TT0116654,"theIslandofDr.Moreau,The"
881,First Kid (1996),Children|Comedy,First Kid,1996,,0,0,4.166666667,3,,,116311,12559,TT0116311,theFirstKid
882,"Trigger Effect, The (1996)",Drama|Thriller,"Trigger Effect, The",1996,,0,0,2.714285714,7,,,117965,58770,TT0117965,"theTriggerEffect,The"
885,Bogus (1996),Children|Drama|Fantasy,Bogus,1996,,0,0,3.125,4,,,115725,3587,TT0115725,theBogus
886,Bulletproof (1996),Action|Comedy|Crime,Bulletproof,1996,,0,0,2.7,15,,,115783,10723,TT0115783,theBulletproof
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,Land Before Time III: The Time of the Great Giving,1995,,0,0,2.5,3,,,113596,19004,TT0113596,theLandBeforeTimeIII:TheTimeoftheGreatGiving
890,Baton Rouge (Bâton rouge) (1988),Thriller,Baton Rouge (Bâton rouge),1988,,0,0,3,1,,,94822,253632,TT0094822,theBatonRouge(Bâtonrouge)
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),1995,,0,0,2.727272727,11,,,113253,10987,TT0113253,theHalloween:TheCurseofMichaelMyers(Halloween6:TheCurseofMichaelMyers)
892,Twelfth Night (1996),Comedy|Drama|Romance,Twelfth Night,1996,,0,0,3.625,8,,,117991,44705,TT0117991,theTwelfthNight
893,Mother Night (1996),Drama,Mother Night,1996,,0,0,3.333333333,3,,,117093,20318,TT0117093,theMotherNight
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,Wild Reeds (Les roseaux sauvages),1994,,0,0,3.5,6,,,111019,26933,TT0111019,theWildReeds(Lesroseauxsauvages)
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,For Whom the Bell Tolls,1943,,5,0,4.2,5,,,35896,27854,TT0035896,theForWhomtheBellTolls
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,"Philadelphia Story, The",1940,,0,0,3.851851852,27,,,32904,981,TT0032904,"thePhiladelphiaStory,The"
899,Singin' in the Rain (1952),Comedy|Musical|Romance,Singin' in the Rain,1952,,1,1,4.112244898,49,,,45152,872,TT0045152,theSingin'intheRain
900,"American in Paris, An (1951)",Musical|Romance,"American in Paris, An",1951,,0,1,3.684210526,19,,,43278,2769,TT0043278,"theAmericaninParis,An"
901,Funny Face (1957),Comedy|Musical,Funny Face,1957,,4,0,3.8125,8,,,50419,13320,TT0050419,theFunnyFace
902,Breakfast at Tiffany's (1961),Drama|Romance,Breakfast at Tiffany's,1961,,4,0,3.93902439,41,,,54698,164,TT0054698,theBreakfastatTiffany's
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,Vertigo,1958,,2,0,4.169491525,59,,,52357,426,TT0052357,theVertigo
904,Rear Window (1954),Mystery|Thriller,Rear Window,1954,,4,0,4.331081081,74,,,47396,567,TT0047396,theRearWindow
905,It Happened One Night (1934),Comedy|Romance,It Happened One Night,1934,,3,0,4.113636364,22,,,25316,3078,TT0025316,theItHappenedOneNight
906,Gaslight (1944),Drama|Thriller,Gaslight,1944,,4,0,3.9,10,,,36855,13528,TT0036855,theGaslight
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"Gay Divorcee, The",1934,,0,0,4.125,4,,,25164,28288,TT0025164,"theGayDivorcee,The"
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,North by Northwest,1959,,3,0,4.273972603,73,,,53125,213,TT0053125,theNorthbyNorthwest
909,"Apartment, The (1960)",Comedy|Drama|Romance,"Apartment, The",1960,,0,1,3.903846154,26,,,53604,284,TT0053604,"theApartment,The"
910,Some Like It Hot (1959),Comedy|Crime,Some Like It Hot,1959,,5,1,4.097560976,41,,,53291,239,TT0053291,theSomeLikeItHot
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,Charade,1963,,2,0,3.823529412,17,,,56923,4808,TT0056923,theCharade
912,Casablanca (1942),Drama|Romance,Casablanca,1942,,6,0,4.236,125,,,34583,289,TT0034583,theCasablanca
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,"Maltese Falcon, The",1941,,0,0,4.169354839,62,,,33870,963,TT0033870,"theMalteseFalcon,The"
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,My Fair Lady,1964,,9,1,4.17,50,,,58385,11113,TT0058385,theMyFairLady
915,Sabrina (1954),Comedy|Romance,Sabrina,1954,,7,0,4.078947368,19,,,47437,6620,TT0047437,theSabrina
916,Roman Holiday (1953),Comedy|Drama|Romance,Roman Holiday,1953,,8,0,4.037037037,27,,,46250,804,TT0046250,theRomanHoliday
917,"Little Princess, The (1939)",Children|Drama,"Little Princess, The",1939,,0,0,4.0625,8,,,31580,26531,TT0031580,"theLittlePrincess,The"
918,Meet Me in St. Louis (1944),Musical,Meet Me in St. Louis,1944,,4,0,3.615384615,13,,,37059,909,TT0037059,theMeetMeinSt.Louis
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"Wizard of Oz, The",1939,,0,0,4.09009009,111,,,32138,630,TT0032138,"theWizardofOz,The"
920,Gone with the Wind (1939),Drama|Romance|War,Gone with the Wind,1939,,9,0,3.956521739,69,,,31381,770,TT0031381,theGonewiththeWind
921,My Favorite Year (1982),Comedy,My Favorite Year,1982,,0,1,4,14,,,84370,31044,TT0084370,theMyFavoriteYear
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,,0,0,4.224137931,29,,,43014,599,TT0043014,theSunsetBlvd.(a.k.a.SunsetBoulevard)
923,Citizen Kane (1941),Drama|Mystery,Citizen Kane,1941,,8,0,4.396103896,77,,,33467,15,TT0033467,theCitizenKane
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,2001: A Space Odyssey,1968,,4,0,3.96031746,126,,,62622,62,TT0062622,the2001:ASpaceOdyssey
926,All About Eve (1950),Drama,All About Eve,1950,,9,1,4.203703704,27,,,42192,705,TT0042192,theAllAboutEve
927,"Women, The (1939)",Comedy,"Women, The",1939,,0,0,4.083333333,6,,,32143,22490,TT0032143,"theWomen,The"
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,Rebecca,1940,,8,0,4.173913043,23,,,32976,223,TT0032976,theRebecca
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,Foreign Correspondent,1940,,5,0,3.714285714,7,,,32484,25670,TT0032484,theForeignCorrespondent
930,Notorious (1946),Film-Noir|Romance|Thriller,Notorious,1946,,1,0,4.305555556,18,,,38787,303,TT0038787,theNotorious
